Number;WoRMS_AphiaID;WoRMS_Name;WoRMS_acc_AphiaID;WoRMS_accName;BQI_treatment;EIG1;EIG2;EIG3;EIG4;EIG5;EIG6;EIG7;EIG8;EIG9;EIG10;EIG11;EIG12;EIG13;EIG14;EIG15;EIG16;EIG17;EIG18;EIG19;ES_SWE
938;140480;Mytilus edulis;140480;Mytilus edulis;140480;NA;5.53;4.61;3.76;4.42;1.92;2;1.85;NA;2.98;NA;NA;1.8;NA;NA;NA;NA;NA;NA;5
939;140482;Mytilus trossulus;140482;Mytilus trossulus;140482;NA;5.53;4.61;3.76;4.42;1.92;2;1.85;NA;2.98;NA;NA;1.8;NA;NA;NA;NA;NA;NA;5
940;724527;Myxas glutinosa;724527;Myxas glutinosa;724527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
941;101170;Myxine glutinosa;101170;Myxine glutinosa;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
942;2039;Naididae;2039;Naididae;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
943;137481;Nais elinguis;137481;Nais elinguis;2036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
944;138235;Nassarius;138235;Nassarius;138235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
945;140503;Nassarius incrassatus;876825;Tritia incrassata;140503;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
946;140509;Nassarius nitidus;890057;Tritia nitida;140509;11.95;5.27;NA;2.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
947;140512;Nassarius pygmaeus;1391526;Tritia varicosa;140512;8.57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
948;140513;Nassarius reticulatus;876821;Tritia reticulata;140513;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
949;118859;Natatolana borealis;118859;Natatolana borealis;118859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
950;138240;Natica;138240;Natica;138240;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
951;152337;Natica alderi;151894;Euspira nitida;152337;11.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
952;584895;Natica montagui;140533;Euspira montagui;584895;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
953;130391;Neanthes succinea;234850;Alitta succinea;130391;NA;5.85;4.21;3.82;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
954;130392;Neanthes virens;234851;Alitta virens;130392;9;7.05;6;5.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
955;596753;Nemata;799;Nematoda;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
956;150922;Nematocera;150922;Nematocera;150922;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
957;799;Nematoda;799;Nematoda;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
958;152391;Nemertea;152391;Nemertea;152391;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
959;1053;Nemertina;152391;Nemertea;1053;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
960;246812;Nemertini;152391;Nemertea;246812;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
961;131502;Neoamphitrite affinis;131502;Neoamphitrite affinis;131502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
962;131504;Neoamphitrite figulus;131504;Neoamphitrite figulus;131504;NA;6.83;7.02;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
963;131505;Neoamphitrite grayi;131505;Neoamphitrite grayi;131505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
964;146;Neogastropoda;146;Neogastropoda;146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
965;743514;Neogyptis rosea;743514;Neogyptis rosea;743514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
966;102108;Neohela monstrosa;102108;Neohela monstrosa;102108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
967;119888;Neomysis;119888;Neomysis;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
968;120136;Neomysis integer;120136;Neomysis integer;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
969;136060;Nephasoma (Nephasoma) minutum;136060;Nephasoma (Nephasoma) minutum;136060;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
970;424440;Nephasoma minutum;136060;Nephasoma (Nephasoma) minutum;424440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
971;107254;Nephrops norvegicus;107254;Nephrops norvegicus;107254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
972;956;Nephtyidae;956;Nephtyidae;956;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
973;129370;Nephtys;129370;Nephtys;129370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
974;130353;Nephtys assimilis;130353;Nephtys assimilis;130353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
975;130355;Nephtys caeca;130355;Nephtys caeca;130355;11.17;6.59;9.28;5.39;5.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
976;130356;Nephtys ciliata;130356;Nephtys ciliata;130356;6.59;6.71;7.66;5.97;6.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
977;130357;Nephtys cirrosa;130357;Nephtys cirrosa;130357;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
978;130359;Nephtys hombergii;130359;Nephtys hombergii;130359;9.33;5.93;5;5.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
979;130362;Nephtys incisa;130362;Nephtys incisa;130362;8.61;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
980;130363;Nephtys kersivalensis;130363;Nephtys kersivalensis;130363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
981;130364;Nephtys longosetosa;130364;Nephtys longosetosa;130364;11.72;5;NA;3.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
982;130365;Nephtys paradoxa;130365;Nephtys paradoxa;130365;11.42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
983;130352;Nephtys pente;130352;Nephtys pente;130352;NA;15.84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
984;130366;Nephtys pulchra;547398;Aglaophamus pulcher;130366;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
985;138920;Neptunea antiqua;138920;Neptunea antiqua;138920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
986;22496;Nereididae;22496;Nereididae;22496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
987;129314;Nereimyra;129314;Nereimyra;129314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
988;130185;Nereimyra punctata;130185;Nereimyra punctata;130185;NA;10.12;6.1;4.59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
989;129379;Nereis;129379;Nereis;129379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
990;339374;Nereis diversicolor;152302;Hediste diversicolor;339374;NA;4.74;NA;4.17;4.05;4.46;NA;3.55;3.51;NA;NA;4.03;3;NA;4.77;NA;NA;NA;NA;5
991;339286;Nereis elitoralis;130374;Eunereis elitoralis;339286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
992;130404;Nereis pelagica;130404;Nereis pelagica;130404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
993;238384;Nereis virens;234851;Alitta virens;238384;9;7.05;6;5.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
994;989447;Neuroptera;989447;Neuroptera;989447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
995;102944;Nicippe tumida;102944;Nicippe tumida;102944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
996;131508;Nicolea zostericola;131508;Nicolea zostericola;131508;NA;5.14;11.28;8.78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
997;129357;Nicomache;129357;Nicomache;129357;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
998;334212;Nicomache (Nicomache) minor;334212;Nicomache (Nicomache) minor;334212;NA;NA;13.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
999;130311;Nicomache lumbricalis;130311;Nicomache lumbricalis;130311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1000;130313;Nicomache minor;334212;Nicomache (Nicomache) minor;130313;NA;NA;13.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1001;130314;Nicomache personata;130314;Nicomache personata;130314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1002;129220;Notomastus;129220;Notomastus;129220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1003;129898;Notomastus latericeus;129898;Notomastus latericeus;129898;11.04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1004;129903;Notoproctus oculatus;129903;Notoproctus oculatus;129903;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1005;488966;Nototropis swammerdamei;488966;Nototropis swammerdamei;488966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1006;179538;Nototropis vedlomensis;179538;Nototropis vedlomensis;179538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1007;138262;Nucula;138262;Nucula;138262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1008;140589;Nucula nitidosa;140589;Nucula nitidosa;140589;8.93;7.01;9.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1009;140590;Nucula nucleus;140590;Nucula nucleus;140590;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1010;140592;Nucula sulcata;140592;Nucula sulcata;140592;8.36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1011;138259;Nuculana;138259;Nuculana;138259;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1012;140577;Nuculana minuta;140577;Nuculana minuta;140577;12.69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1013;140579;Nuculana pernula;140579;Nuculana pernula;140579;11.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1014;147048;Nuculoma;138261;Ennucula;147048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1015;152321;Nuculoma tenuis;140584;Ennucula tenuis;152321;11.13;12.28;8.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1016;1762;Nudibranchia;1762;Nudibranchia;1762;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1017;134591;Nymphon;134591;Nymphon;134591;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1018;150520;Nymphon brevirostre;150520;Nymphon brevirostre;150520;NA;6;12.23;4.42;5.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1019;134682;Nymphon brevitarse;134682;Nymphon brevitarse;134682;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1020;134687;Nymphon gracile;134687;Nymphon gracile;134687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1021;134688;Nymphon grossipes;134688;Nymphon grossipes;134688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1022;134705;Nymphon rubrum;150520;Nymphon brevirostre;134705;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1023;117034;Obelia;117034;Obelia;117034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1024;404096;Odonata;404096;Odonata;404096;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1025;138413;Odostomia;138413;Odostomia;138413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1026;153160;Odostomia rissoides;491633;Brachystomia scalaris;153160;NA;5.71;5.17;4.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1027;141014;Odostomia scalaris;491633;Brachystomia scalaris;141014;NA;5.71;5.17;4.17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1028;0;Oecetis lacustris;0;Oecetis lacustris;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1029;0;Oecetis ochracea;0;Oecetis ochracea;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1030;101400;Oedicerotidae;101400;Oedicerotidae;101400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1031;139336;Oenopota turricula;160446;Propebela turricula;139336;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1032;2036;Oligochaeta;2036;Oligochaeta;2036;4.76;4.1;3.89;5.15;3.45;3.99;2.96;1.85;3.2;3.26;3;2.8;1;2;4.68;NA;2.05;1.5;2;1
1033;140616;Omalogyra atomus;140616;Omalogyra atomus;140616;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1034;175;Onchidorididae;175;Onchidorididae;175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1035;138288;Onchidoris;138288;Onchidoris;138288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1036;140640;Onchidoris muricata;140640;Onchidoris muricata;140640;NA;4.55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1037;136065;Onchnesoma squamatum;136065;Onchnesoma squamatum;136065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1038;424622;Onchnesoma steenstrupii;410742;Onchnesoma steenstrupii steenstrupii;424622;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1039;410742;Onchnesoma steenstrupii steenstrupii;410742;Onchnesoma steenstrupii steenstrupii;410742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1040;138414;Ondina;138414;Ondina;138414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1041;138451;Onoba;138451;Onoba;138451;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1042;141308;Onoba aculeus;141308;Onoba aculeus;141308;NA;9.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1043;141320;Onoba semicostata;141320;Onoba semicostata;141320;NA;8.52;11.66;4.42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1044;117413;Opercularella lacerata;117413;Opercularella lacerata;117413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1045;130491;Ophelia borealis;130491;Ophelia borealis;130491;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1046;130494;Ophelia limacina;130494;Ophelia limacina;130494;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1047;130496;Ophelia rathkei;130496;Ophelia rathkei;130496;NA;8.48;NA;6.61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1048;924;Opheliidae;924;Opheliidae;924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1049;129414;Ophelina;129414;Ophelina;129414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1050;130500;Ophelina acuminata;130500;Ophelina acuminata;130500;10.44;NA;8.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1051;130507;Ophelina modesta;130507;Ophelina modesta;130507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1052;130508;Ophelina norvegica;130508;Ophelina norvegica;130508;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1053;125027;Ophiocomina nigra;125027;Ophiocomina nigra;125027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1054;124850;Ophiocten affinis;124850;Ophiocten affinis;124850;10.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1055;130187;Ophiodromus flexuosus;710680;Oxydromus flexuosus;130187;9.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1056;152491;Ophiolepidae;242200;Ophiolepididae;152491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1057;242200;Ophiolepididae;242200;Ophiolepididae;242200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1058;125125;Ophiopholis aculeata;125125;Ophiopholis aculeata;125125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1059;125131;Ophiothrix fragilis;125131;Ophiothrix fragilis;125131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1060;123574;Ophiura;123574;Ophiura;123574;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1061;124911;Ophiura affinis;124850;Ophiocten affinis;124911;10.91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1062;124913;Ophiura albida;124913;Ophiura albida;124913;9.02;8.71;6.73;5.66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1063;124929;Ophiura ophiura;124929;Ophiura ophiura;124929;9.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1064;124933;Ophiura robusta;124933;Ophiura robusta;124933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1065;245736;Ophiura sarsi;124934;Ophiura sarsii;245736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1066;124934;Ophiura sarsii;124934;Ophiura sarsii;124934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1067;124940;Ophiura texturata;124929;Ophiura ophiura;124940;9.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1068;123200;Ophiuridae;123200;Ophiuridae;123200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1069;123084;Ophiuroidea;123084;Ophiuroidea;123084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1070;129266;Ophryotrocha ;129266;Ophryotrocha ;129266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1071;130016;Ophryotrocha longidentata;130016;Ophryotrocha longidentata;130016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1072;130031;Ophryotrocha puerilis;130031;Ophryotrocha puerilis;130031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1073;129420;Orbinia;129420;Orbinia;129420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1074;334313;Orbinia (Phylo) norvegica;130531;Phylo norvegicus;334313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1075;130523;Orbinia sertulata;130523;Orbinia sertulata;130523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1076;902;Orbiniidae;902;Orbiniidae;902;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1077;103200;Orchestia cavimana;744647;Cryptorchestia cavimana;103200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1078;102672;Orchomene nana;102748;Tryphosa nana;102672;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1079;150868;Orthocladiinae;150868;Orthocladiinae;118100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1080;1078;Ostracoda;1078;Ostracoda;1078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1081;534781;Othomaera othonis;534781;Othomaera othonis;534781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1082;129427;Owenia;129427;Owenia;129427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1083;130544;Owenia fusiformis;130544;Owenia fusiformis;130544;6.4;NA;8.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1084;710680;Oxydromus flexuosus;710680;Oxydromus flexuosus;710680;9.33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1085;107232;Pagurus bernhardus;107232;Pagurus bernhardus;107232;9.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1086;107235;Pagurus cuanensis;107235;Pagurus cuanensis;107235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1087;107032;Palaemon;107032;Palaemon;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1088;107613;Palaemon adspersus;107613;Palaemon adspersus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1089;107614;Palaemon elegans;107614;Palaemon elegans;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1090;587704;Palaemon varians;587704;Palaemon varians;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
