Number;WoRMS_AphiaID;WoRMS_Name;WoRMS_acc_AphiaID;WoRMS_accName;BQI_treatment;EIG1;EIG2;EIG3;EIG4;EIG5;EIG6;EIG7;EIG8;EIG9;EIG10;EIG11;EIG12;EIG13;EIG14;EIG15;EIG16;EIG17;EIG18;EIG19;ES_SWE
1192;736845;Phyllidoce;117200;Velella;736845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1193;604446;Phylloderma;604446;Phylloderma;604446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1194;128589;Phyllodicolidae;128589;Phyllodicolidae;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1195;129455;Phyllodoce;129455;Phyllodoce;129455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1196;334506;Phyllodoce groenlandica;334506;Phyllodoce groenlandica;334506;8.86;5.2;8.19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1197;130673;Phyllodoce longipes;130673;Phyllodoce longipes;130673;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1198;334510;Phyllodoce maculata;334510;Phyllodoce maculata;334510;NA;6.36;4.87;2.67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1199;334512;Phyllodoce mucosa;334512;Phyllodoce mucosa;334512;NA;5.71;3.5;4.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1200;334514;Phyllodoce rosea;334514;Phyllodoce rosea;334514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1201;931;Phyllodocidae;931;Phyllodocidae;931;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1202;115432;Phyllognathopus;115432;Phyllognathopus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1203;130531;Phylo norvegicus;130531;Phylo norvegicus;130531;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1204;248248;Physa fontinalis;248248;Physa fontinalis;248248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1205;107473;Pinnotheres pisum;107473;Pinnotheres pisum;107473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1206;11676;Pisces;11676;Pisces;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1207;116941;Piscicola;116941;Piscicola;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1208;116980;Piscicola geometra;116980;Piscicola geometra;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1209;107188;Pisidia longicornis;107188;Pisidia longicornis;107188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1210;181554;Pisidium;181554;Pisidium;181554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1211;181555;Pisidium casertanum;885716;Euglesa casertana;181555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1212;248249;Pisidium nitidum;248249;Pisidium nitidum;248249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1213;130707;Pisione remota;130707;Pisione remota;130707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1214;129708;Pista;129708;Pista;129708;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1215;131516;Pista cristata;131516;Pista cristata;131516;12.69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1216;154972;Pista lornensis;154972;Pista lornensis;154972;9.19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1217;868065;Pista maculata;868065;Pista maculata;868065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1218;131522;Pistella lornensis;154972;Pista lornensis;131522;9.19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1219;416482;Planaria torva;416482;Planaria torva;416482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1220;819958;Planorbarius corneus;819958;Planorbarius corneus;819958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1221;153908;Planorbidae;153908;Planorbidae;153908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1222;793;Platyhelminthes;793;Platyhelminthes;793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1223;129381;Platynereis;129381;Platynereis;129381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1224;130417;Platynereis dumerilii;130417;Platynereis dumerilii;130417;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1225;593173;Plecoptera;593173;Plecoptera;593173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1226;118801;Pleurogonium rubicundum;118801;Pleurogonium rubicundum;118801;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1227;118802;Pleurogonium spinosissimum;118802;Pleurogonium spinosissimum;118802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1228;130197;Podarkeopsis helgolandicus;130197;Podarkeopsis helgolandicus;130197;8.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1229;101405;Podoceridae;101405;Podoceridae;101405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1230;102391;Podoceropsis nitida;102367;Gammaropsis nitida;102391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1231;151718;Podocoryna carnea;151718;Podocoryna carnea;151718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1232;138751;Pododesmus patelliformis;138751;Pododesmus patelliformis;138751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1233;130711;Poecilochaetus serpens;130711;Poecilochaetus serpens;130711;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1234;246150;Polititapes aureus;246150;Polititapes aureus;246150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1235;883;Polychaeta;883;Polychaeta;883;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1236;129710;Polycirrus;129710;Polycirrus;129710;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1237;131531;Polycirrus medusa;131531;Polycirrus medusa;131531;NA;12;11.11;11.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1238;196385;Polycirrus norvegicus;196385;Polycirrus norvegicus;196385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1239;131534;Polycirrus plumosus;131534;Polycirrus plumosus;131534;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1240;2853;Polycladida;2853;Polycladida;2853;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1241;129619;Polydora;129619;Polydora;129619;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1242;129619;Polydora;129619;Polydora;129619;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1243;224519;Polydora antennata;131166;Pseudopolydora antennata;224519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1244;146933;Polydora caeca;131117;Dipolydora coeca;146933;5.58;8.81;10.93;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1245;178212;Polydora caulleryi;131116;Dipolydora caulleryi;178212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1246;131141;Polydora ciliata;131141;Polydora ciliata;131141;9.38;3.08;2.77;2.37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1247;131143;Polydora cornuta;131143;Polydora cornuta;131143;9;5.85;4.21;3.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1248;152351;Polydora ligni;131143;Polydora cornuta;152351;9;5.85;4.21;3.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1249;131147;Polydora limicola;131147;Polydora limicola;131147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1250;338192;Polydora quadrilobata;131121;Dipolydora quadrilobata;338192;6.97;7.2;7.86;8.28;6.81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1251;130714;Polygordius lacteus;130714;Polygordius lacteus;130714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1252;152331;Polynoe (Enipo) kinbergi;130738;Enipo kinbergi;152331;NA;NA;10.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1253;939;Polynoidae;939;Polynoidae;939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1254;130977;Polyphysia crassa;130977;Polyphysia crassa;130977;9.6;NA;9.05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1255;55;Polyplacophora;55;Polyplacophora;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1256;102918;Pontocrates arenarius;102918;Pontocrates arenarius;102918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1257;234077;Pontogammarus robustoides;234077;Pontogammarus robustoides;234077;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1258;148532;Pontophilus bispinosus;108207;Philocheras bispinosus bispinosus;148532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1259;101744;Pontoporeia;101744;Pontoporeia;101744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1260;103078;Pontoporeia affinis;103077;Monoporeia affinis;103078;NA;NA;NA;2;3.47;1.91;1.95;1.06;3.01;2.3;1.43;2;1;1;4.44;1;1;1;1;15
1261;103079;Pontoporeia femorata;103079;Pontoporeia femorata;103079;NA;6.59;5.91;5.15;3.2;3.55;1.95;2.22;5.41;2.69;1.97;2.31;NA;NA;NA;2.25;1.98;NA;NA;15
1262;558;Porifera;558;Porifera;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1263;147120;Portunion;147120;Portunion;147120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1264;129544;Potamilla;129544;Potamilla;129544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1265;130954;Potamilla neglecta;130954;Potamilla neglecta;130954;8.97;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1266;147122;Potamopyrgus;147122;Potamopyrgus;147122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
1267;147123;Potamopyrgus antipodarum;147123;Potamopyrgus antipodarum;147123;NA;NA;NA;NA;NA;4.75;NA;2.91;NA;2.98;3.74;5.15;4;5.67;NA;NA;3.19;4;2;10
1268;120177;Praunus flexuosus;120177;Praunus flexuosus;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1269;120178;Praunus inermis;120178;Praunus inermis;delete;NA;NA;NA;4.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1270;129360;Praxillella;129360;Praxillella;129360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1271;130322;Praxillella affinis;130322;Praxillella affinis;130322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1272;130326;Praxillella praetermissa;130326;Praxillella praetermissa;130326;12.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1273;130327;Praxillura longissima;130327;Praxillura longissima;130327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1274;101094;Priapulopsis;101094;Priapulopsis;101094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1275;101160;Priapulus caudatus;101160;Priapulus caudatus;101160;7.58;7;5.86;5.31;7.31;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1276;0;Prionospia dubia;131155;Prionospio dubia;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1277;129620;Prionospio;129620;Prionospio;129620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1278;131151;Prionospio banyulensis;146532;Aurospio banyulensis;131151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1279;131153;Prionospio cirrifera;131153;Prionospio cirrifera;131153;9.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1280;131155;Prionospio dubia;131155;Prionospio dubia;131155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1281;131157;Prionospio fallax;131157;Prionospio fallax;131157;10.61;8.55;8.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1282;131159;Prionospio malmgreni;131159;Prionospio malmgreni;131159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1283;131160;Prionospio multibranchiata;131160;Prionospio multibranchiata;131160;9.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1284;131164;Prionospio steenstrupi;131164;Prionospio steenstrupi;131164;NA;NA;10.31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1285;451151;Prionotoleberis norvegica;451151;Prionotoleberis norvegica;1078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1286;107054;Processa;107054;Processa;107054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1287;107682;Processa canaliculata;107682;Processa canaliculata;107682;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1288;108344;Processa nouveli holthuisi;108344;Processa nouveli holthuisi;108344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1289;334636;Proclea graffi;157545;Proclea graffii;334636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1290;157545;Proclea graffii;157545;Proclea graffii;157545;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1291;160446;Propebela turricula;160446;Propebela turricula;160446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1292;102;Prosobranchia;102;Prosobranchia;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1293;195980;Prosphaerosyllis tetralix;195980;Prosphaerosyllis tetralix;195980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1294;162630;Prostoma;162630;Prostoma;162630;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
1295;176304;Prostoma obscurum;122739;Cyanophthalma obscura;176304;9.87;6.59;7;5.15;4;4.46;1;3.4;4.7;NA;NA;4.29;3;NA;5.2;NA;1.36;1;1.25;10
1296;130041;Protodorvillea kefersteini;130041;Protodorvillea kefersteini;130041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1297;102443;Protomedeia fasciata;102443;Protomedeia fasciata;102443;9.73;16.42;13.81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1298;152249;Psamathe fusca;152249;Psamathe fusca;152249;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1299;124319;Psammechinus miliaris;124319;Psammechinus miliaris;124319;NA;12.76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1300;130859;Psammodrilus balanoglossoides;130859;Psammodrilus balanoglossoides;130859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1301;140717;Pseudamussium peslutrae;140717;Pseudamussium peslutrae;140717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1302;118235;Pseudione borealis;118235;Pseudione borealis;118235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1303;118236;Pseudione callianassae;118236;Pseudione callianassae;118236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1304;182815;Pseudobrania limbata;195989;Salvatoria limbata;182815;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1305;110627;Pseudocuma longicorne;110627;Pseudocuma (Pseudocuma) longicorne;110627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1306;148680;Pseudocuma longicornis;110627;Pseudocuma (Pseudocuma) longicorne;148680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1307;129621;Pseudopolydora;129621;Pseudopolydora;129621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1308;131166;Pseudopolydora antennata;131166;Pseudopolydora antennata;131166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1309;131168;Pseudopolydora paucibranchiata;131168;Pseudopolydora paucibranchiata;131168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1310;131169;Pseudopolydora pulchra;131169;Pseudopolydora pulchra;131169;NA;5.28;6.31;3.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1311;124710;Psolus phantapus;124710;Psolus phantapus;124710;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1312;138455;Pusillina;138455;Pusillina;138455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1313;141334;Pusillina inconspicua;141334;Pusillina inconspicua;141334;NA;7.48;NA;5.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1314;416618;Pusillina sarsi;141341;Pusillina sarsii;416618;NA;8.88;NA;5.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1315;141341;Pusillina sarsii;141341;Pusillina sarsii;141341;NA;8.88;NA;5.87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1316;239867;Pycnogonum litorale;239867;Pycnogonum litorale;239867;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1317;0;Pygnogonum littorale;239867;Pycnogonum litorale;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1318;129622;Pygospio;129622;Pygospio;129622;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1319;131170;Pygospio elegans;131170;Pygospio elegans;131170;8.97;6.44;6.24;4.4;3.95;4;3;3.84;3.67;NA;NA;5.16;NA;NA;4;NA;NA;NA;NA;5
1320;162;Pyramidellidae;162;Pyramidellidae;162;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1321;836211;Pyrgiscus crenatus;836211;Pyrgiscus crenatus;836211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1322;836212;Pyrgiscus rufus;836212;Pyrgiscus rufus;836212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1323;248264;Radix balthica;1288085;Ampullaceana balthica;248264;NA;NA;NA;NA;NA;NA;NA;3.38;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;15
1324;824461;Radix ovata;1288085;Ampullaceana balthica;824461;NA;NA;NA;NA;NA;NA;NA;3.38;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;15
1325;378584;Radix peregra;1288095;Peregriana peregra;378584;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10
1326;156991;Rangia cuneata;156991;Rangia cuneata;156991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1327;138432;Retusa;138432;Retusa;138432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1328;141134;Retusa obtusa;141134;Retusa obtusa;141134;11.01;5.41;9.19;7.79;4.85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1329;141138;Retusa truncatula;141138;Retusa truncatula;141138;9.99;5.59;8.4;6.62;5.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1330;156376;Retusa umbilicata;156376;Retusa umbilicata;156376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1331;107414;Rhithropanopeus harrisii;107414;Rhithropanopeus harrisii;107414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1332;130330;Rhodine gracilior;130330;Rhodine gracilior;130330;8.97;12.06;9.26;12.35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1333;130331;Rhodine loveni;130331;Rhodine loveni;130331;9.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1334;128793;Rhodinicola gibbosa;128793;Rhodinicola gibbosa;delete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1335;138456;Rissoa;138456;Rissoa;138456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1336;153732;Rissoa inconspicua;141334;Pusillina inconspicua;153732;NA;7.48;NA;5.15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1337;141359;Rissoa membranacea;141359;Rissoa membranacea;141359;NA;NA;NA;5.35;4.38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1338;141365;Rissoa parva;141365;Rissoa parva;141365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15
1339;123;Rissoidae;123;Rissoidae;123;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1340;139486;Roxania utriculus;139486;Roxania utriculus;139486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1341;129549;Sabella;129549;Sabella;129549;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1342;130967;Sabella pavonina;130967;Sabella pavonina;130967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
